,Married/Single,House_Ownership,Car_Ownership,CITY,Age,Experience,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_feature
19021,1,2,0,202,59,4,4,14,1
101615,1,1,1,125,68,13,11,13,0
183235,1,0,1,196,38,16,6,12,0
121736,1,2,0,22,72,15,4,10,0
11714,0,2,0,257,48,17,14,14,0
73036,1,2,0,77,25,2,2,11,0
149791,1,1,1,53,40,10,10,11,0
21563,1,2,0,284,39,6,6,14,1
112329,1,2,0,101,21,5,5,12,0
211562,1,1,0,273,75,2,2,12,0
248112,1,2,0,176,59,8,5,11,0
63320,1,2,0,219,57,6,6,10,0
233785,1,2,0,61,69,12,4,10,1
52489,1,2,1,187,52,14,6,13,0
206611,1,2,0,68,37,10,6,11,1
188729,1,2,1,125,27,13,13,13,0
526,1,2,0,285,26,9,3,13,0
58524,1,2,0,306,68,6,6,10,0
223042,1,2,0,150,44,13,3,14,0
59462,1,2,0,87,28,4,4,13,0
250032,1,2,1,290,41,8,7,10,0
76420,1,2,0,85,67,14,9,11,0
215049,1,2,0,27,52,7,7,12,0
242078,1,2,0,258,66,16,14,12,0
193513,0,1,1,303,63,9,9,12,0
52184,1,2,0,38,65,19,11,12,0
20341,1,2,0,227,45,0,0,10,0
233217,1,2,0,167,38,10,10,14,1
153482,1,2,1,164,40,11,4,11,0
237543,1,2,1,151,65,12,5,14,1
152784,1,2,1,197,26,2,2,14,0
211176,0,2,1,107,29,0,0,14,1
132325,1,2,0,153,76,0,0,14,0
113051,1,2,0,118,47,18,7,13,0
147379,1,2,0,220,48,1,1,14,0
40544,1,2,0,269,21,20,4,14,0
158510,1,2,0,252,78,17,14,10,0
250117,1,2,1,39,58,16,7,12,0
216610,1,2,0,259,50,7,7,11,0
94909,1,2,1,230,25,14,4,11,0
196244,1,2,0,101,79,20,6,12,0
52044,1,2,0,71,29,12,12,11,0
47255,1,2,0,108,25,12,11,12,0
246970,1,2,1,78,29,20,8,10,0
78664,1,1,0,162,52,8,4,13,1
149168,1,2,0,33,52,13,5,13,0
3999,1,2,0,245,28,9,8,13,0
114172,1,2,1,82,68,7,7,13,0
113288,1,2,1,261,49,5,5,11,0
159030,0,2,0,156,53,2,2,14,0
99169,1,2,0,115,79,7,7,13,0
198647,1,2,1,269,37,13,12,10,0
249983,1,1,1,77,46,18,5,12,0
97897,1,2,1,315,47,2,2,11,0
47957,1,2,1,117,50,10,6,13,1
19416,1,2,0,112,31,17,8,14,1
87315,1,2,0,183,64,1,1,13,0
194925,1,1,0,159,43,5,5,14,0
112235,1,2,0,73,55,15,12,13,0
129300,1,2,0,269,49,7,7,13,0
14199,1,1,0,195,54,9,9,11,0
165945,1,2,0,4,72,11,11,14,0
7361,1,2,1,98,44,8,6,14,0
108302,1,2,1,116,76,6,6,14,0
222359,1,2,0,86,53,20,3,14,0
173893,1,2,1,256,76,8,4,12,0
180314,1,1,0,273,49,8,8,14,0
162109,1,2,1,116,77,4,4,14,0
230960,1,2,0,27,62,4,4,10,0
231377,1,2,0,293,44,5,5,14,0
136854,1,2,0,306,34,12,5,12,0
236109,1,2,0,278,71,5,5,14,0
128096,1,2,1,228,28,10,7,14,0
68232,1,2,0,230,61,2,2,14,1
155483,1,2,1,259,58,5,5,10,0
31882,1,2,0,224,33,9,6,13,0
59963,1,2,0,297,76,11,10,11,0
150805,1,2,0,118,47,18,7,13,0
36283,0,2,1,251,21,18,8,14,0
127115,1,2,0,207,64,15,11,12,0
233352,1,2,1,207,65,17,4,11,0
112710,1,2,1,224,25,5,5,10,0
144347,1,2,0,268,65,3,3,13,0
230346,1,0,0,232,58,2,2,12,1
233581,1,2,0,302,79,1,1,10,0
203410,1,2,1,173,21,7,7,14,0
146106,1,2,0,228,61,19,13,11,0
103542,1,2,0,256,58,19,12,14,0
244317,1,2,0,7,23,12,3,13,1
94476,1,2,0,156,47,9,4,11,0
140478,1,2,0,236,70,14,9,14,0
205908,1,2,1,43,47,19,11,13,0
530,1,2,0,138,32,11,8,13,0
190368,1,2,1,12,69,13,3,13,0
69192,0,2,0,208,40,20,13,13,0
230258,1,2,0,213,75,4,4,13,1
86516,1,2,1,151,54,12,12,13,0
188344,1,2,0,11,33,5,5,10,0
78711,1,2,1,298,48,5,5,13,0
19338,1,2,0,16,39,15,10,13,0
186570,1,2,1,70,49,15,3,12,0
162031,1,2,1,208,63,20,3,11,0
112501,1,2,1,138,38,13,4,12,1
156769,1,2,1,133,51,18,8,12,0
228534,1,2,0,97,76,2,2,11,0
214367,1,2,0,293,53,4,4,14,0
165273,1,2,0,313,68,10,4,10,0
225745,1,2,0,83,59,17,14,10,0
200339,1,2,0,83,59,8,8,14,0
164651,1,1,1,194,77,19,4,14,0
173628,1,2,0,62,31,17,7,12,0
170062,1,2,1,72,63,12,11,11,0
248242,1,2,0,121,62,1,1,11,1
119206,1,2,0,31,25,12,12,12,0
43874,1,2,0,46,72,2,2,10,0
247773,0,2,1,149,64,3,3,10,0
72481,1,2,1,6,38,11,4,14,0
181030,1,2,0,202,59,4,4,14,1
8903,1,2,0,89,45,14,10,11,0
22192,1,2,0,168,41,6,6,10,0
132446,1,2,1,201,56,6,6,13,0
192212,1,2,0,267,62,5,4,13,0
79906,1,2,1,41,47,7,5,14,0
169657,1,2,0,142,57,12,12,10,0
44394,1,2,0,188,79,18,5,10,0
25761,0,2,0,143,59,20,11,13,0
158814,1,2,0,60,64,17,12,10,0
60646,1,2,0,112,34,3,3,12,0
104138,0,2,1,249,45,10,10,13,0
233627,1,2,0,9,21,15,6,13,1
82941,1,2,0,244,51,19,10,10,0
153204,1,2,1,260,32,4,4,11,0
58745,1,2,0,118,45,20,11,10,0
217077,1,2,1,279,73,5,5,13,0
247949,1,2,1,242,69,4,4,12,0
245202,1,2,1,119,24,19,7,12,0
248961,1,2,1,228,64,9,9,13,0
78911,1,2,0,273,69,15,5,13,0
170619,0,2,1,234,65,16,8,10,0
35737,1,2,0,54,63,12,4,14,1
19994,1,2,0,145,47,11,4,14,0
228737,1,2,0,222,60,4,4,12,0
29030,1,2,0,75,24,2,2,10,0
148752,1,2,1,188,78,0,0,12,0
200659,1,2,0,282,72,10,3,11,0
116442,1,2,1,23,49,19,14,13,0
163967,1,2,1,4,77,4,4,14,0
102907,1,2,0,272,43,20,14,11,0
185707,1,1,0,273,49,8,8,14,0
166056,1,2,1,128,31,12,8,14,0
208089,1,2,0,250,72,0,0,12,1
83476,1,2,1,15,70,6,6,14,1
67090,1,2,0,284,60,4,4,10,0
187784,1,2,0,96,21,12,12,14,0
4561,1,2,0,297,63,4,3,10,0
132677,1,2,1,285,30,1,1,12,0
118444,1,2,0,220,79,13,13,10,0
198055,1,2,0,101,37,14,12,14,0
167361,0,2,0,218,77,7,7,11,0
2919,1,2,0,238,72,19,4,14,0
43282,0,2,1,210,21,10,5,13,1
98526,1,2,1,295,33,11,9,12,0
71580,0,2,0,285,41,20,11,13,0
29277,1,2,0,76,60,19,6,14,0
42634,1,2,0,105,45,9,9,10,1
96220,1,2,0,130,25,10,5,12,0
13392,1,2,1,129,23,7,6,14,0
159440,1,2,1,154,43,14,3,11,0
159443,0,2,0,311,23,20,8,12,0
81750,1,0,1,199,74,20,14,14,0
98477,1,2,0,32,79,20,8,11,0
97623,1,2,0,304,49,6,6,14,0
29415,1,2,1,170,50,5,5,13,0
43811,1,2,0,113,70,14,11,10,0
139059,1,2,1,255,31,20,7,12,0
70179,1,2,0,178,48,6,6,10,1
36297,1,2,1,151,33,9,9,11,1
2074,1,1,0,211,73,6,6,13,1
2566,1,2,0,41,22,0,0,13,0
63542,1,2,0,213,31,10,10,14,0
4808,1,2,0,47,55,0,0,10,0
243375,1,2,1,160,79,0,0,13,1
153345,1,2,0,280,66,18,12,10,0
203276,1,2,0,210,44,2,2,10,0
194012,1,2,0,198,31,3,3,11,0
175866,1,2,0,68,78,15,11,12,0
88043,1,2,0,143,35,15,13,11,0
174314,1,2,0,247,57,12,6,11,0
144030,1,2,0,174,39,12,10,14,1
36404,1,2,0,52,42,14,6,14,0
212606,1,2,1,35,64,6,6,13,0
38087,1,2,1,70,69,5,5,10,0
55829,1,2,1,240,28,20,11,10,1
20774,1,2,0,59,67,0,0,11,0
157420,0,2,1,108,67,14,11,14,0
180411,1,2,0,62,38,14,5,14,0
165802,1,2,1,137,47,15,3,14,0
176851,1,2,1,128,24,9,9,12,0
236713,1,2,0,68,71,9,5,10,0
145239,1,2,0,50,26,14,6,13,0
242693,1,2,0,213,73,16,6,11,0
79022,1,2,1,50,69,11,7,10,0
162963,1,2,0,12,33,18,9,14,0
14501,1,2,0,106,53,18,9,13,1
76793,1,2,0,119,30,3,3,14,0
211619,1,2,0,260,59,13,8,10,0
37373,0,2,1,39,75,16,6,12,1
210814,1,2,0,121,63,2,2,12,0
191341,1,2,0,231,28,1,1,11,0
172321,1,2,0,165,75,3,3,12,0
101049,0,2,1,102,79,16,4,12,0
925,0,2,0,43,29,13,5,14,0
89229,1,2,1,194,72,3,3,13,1
123116,1,2,0,236,31,20,12,11,0
152003,1,2,0,248,28,14,11,10,0
171009,1,0,0,134,62,8,5,13,0
4351,1,2,1,114,57,9,9,13,1
239210,1,2,0,71,54,20,11,12,0
249135,1,2,0,49,51,5,5,14,0
64240,1,1,0,191,48,10,4,12,0
30314,1,2,0,186,75,7,7,12,0
84474,1,1,0,283,35,19,11,10,0
56986,1,1,1,139,32,9,9,12,0
144200,1,2,1,121,49,11,10,13,0
164911,1,2,0,18,55,18,10,11,0
236760,1,2,1,114,74,17,9,14,1
212772,1,2,0,211,79,13,5,10,0
93599,1,2,1,144,70,20,3,13,0
159342,1,2,0,269,21,20,4,14,0
47915,1,2,0,199,30,13,13,13,1
142108,1,2,0,80,34,7,6,12,0
7640,1,2,1,216,61,9,4,14,0
173769,1,0,1,53,61,11,7,14,1
67839,1,2,0,69,73,5,5,11,0
224371,1,1,0,10,65,13,6,12,0
75563,1,2,0,64,54,9,9,14,0
228032,1,2,0,40,75,4,4,11,1
224207,1,2,0,291,39,2,2,10,0
78787,1,2,0,134,64,8,3,12,0
199888,1,2,0,42,35,12,11,14,0
217342,1,2,0,101,70,14,10,14,1
89167,1,2,0,0,60,11,8,13,0
134458,1,1,0,191,48,10,4,12,0
129728,1,2,0,227,47,2,2,13,0
199204,1,2,0,207,26,1,1,13,0
212381,1,2,0,299,65,4,4,14,0
79447,1,2,1,213,41,7,7,10,0
131326,1,2,0,200,77,10,10,12,0
71856,1,2,0,289,62,9,9,14,0
177761,1,2,0,22,59,7,7,13,0
42646,0,2,0,210,31,5,5,12,1
182452,1,2,1,41,47,7,5,14,0
240815,0,2,0,124,69,3,3,10,0
192249,1,2,0,98,41,2,2,11,0
252,0,2,0,269,69,4,4,10,0
7329,1,2,0,205,42,6,6,11,0
182841,1,2,0,243,79,13,4,11,0
225720,1,2,0,203,34,5,3,11,0
238475,1,2,1,256,52,16,5,13,0
110717,1,2,0,82,55,10,10,13,0
41760,1,2,0,8,65,14,13,11,0
154582,1,2,0,311,66,7,6,12,0
181859,1,2,0,276,30,4,4,10,0
143356,1,2,1,197,49,18,11,11,0
200750,1,2,0,289,49,10,10,10,0
65592,1,2,1,80,77,7,7,13,0
20392,1,1,0,116,54,5,5,12,1
238908,1,2,1,145,64,19,7,14,0
171740,1,2,0,277,31,11,11,13,0
131453,1,2,0,187,55,18,10,14,0
100932,1,2,0,30,38,14,8,12,0
165288,1,2,0,240,45,0,0,12,0
143274,1,2,0,207,64,15,11,12,1
78032,1,2,0,184,29,13,11,12,0
209127,1,0,1,163,78,11,5,13,0
101202,0,2,0,151,48,5,5,11,0
108581,1,2,0,52,68,14,6,13,0
113343,1,2,0,38,57,18,14,10,0
200671,1,2,0,233,40,11,8,14,0
97644,0,0,1,5,76,5,5,10,0
126925,0,2,1,262,63,18,8,13,0
212879,1,2,0,114,60,15,13,11,0
107852,1,2,0,213,21,12,11,14,0
99240,1,2,0,121,36,2,2,12,0
77759,1,2,0,0,74,4,4,14,0
183531,1,2,0,288,52,8,8,12,0
18339,1,2,0,81,56,13,8,12,0
22286,1,2,0,237,72,6,6,11,0
133104,1,2,0,257,31,14,9,14,0
79274,1,2,0,290,33,10,6,12,0
60077,1,2,0,29,45,9,9,12,0
142360,1,2,1,83,53,16,12,12,0
219761,1,2,1,203,31,17,4,12,0
35584,1,2,0,259,26,12,4,13,1
37812,1,2,0,205,37,5,5,13,0
20216,0,2,0,226,38,2,2,10,0
78600,1,2,0,270,61,12,4,13,0
81426,1,2,0,254,29,3,3,11,0
120306,1,2,1,18,68,16,8,12,0
70011,1,2,0,31,66,6,5,10,0
160436,1,2,1,130,79,4,4,12,0
177565,1,2,0,62,49,11,8,12,0
32583,1,2,0,12,49,9,9,10,0
49704,1,2,1,73,60,14,12,12,0
121328,0,2,0,281,61,15,6,14,0
187194,1,2,0,19,76,17,14,13,0
208287,1,2,0,95,73,16,11,11,1
175859,1,2,0,228,33,3,3,11,0
8716,1,2,1,161,57,7,7,10,0
156540,1,2,0,218,35,19,6,14,0
242141,1,2,1,91,36,7,7,11,0
106546,0,2,1,251,21,18,8,14,0
35070,0,2,1,109,50,15,6,11,0
80425,1,2,1,137,70,0,0,10,0
139390,1,2,0,277,31,11,11,13,0
217551,1,2,1,123,50,5,5,12,0
63879,1,2,0,290,72,18,4,12,0
107570,1,2,1,231,70,11,6,14,0
123311,1,2,0,238,25,14,8,12,0
8155,1,2,0,52,37,14,9,11,0
154887,0,2,1,44,70,0,0,13,1
97413,1,2,1,31,70,20,7,14,0
2170,1,2,1,66,36,17,9,12,1
207843,1,2,1,19,29,19,7,14,0
69180,1,2,1,89,35,13,7,14,0
156569,1,0,0,254,27,5,5,13,0
239035,1,2,0,298,44,6,6,13,0
129121,0,2,1,115,64,20,5,12,0
122368,1,2,1,103,21,16,10,11,0
136815,0,2,0,82,40,9,9,13,1
175370,1,2,0,91,79,10,3,12,1
7976,1,2,0,198,38,19,3,10,0
171969,1,2,0,287,26,6,4,12,0
22228,0,2,0,60,66,8,8,11,0
158468,1,2,0,19,74,18,8,13,0
237703,1,2,0,130,57,6,6,11,0
98995,1,2,0,43,37,3,3,10,0
82137,1,2,0,122,77,13,11,10,0
60878,1,2,0,282,65,11,6,11,0
129224,1,2,1,146,43,14,12,11,0
248491,1,2,0,178,48,20,6,13,1
1063,1,2,1,121,27,10,10,10,1
417,1,2,0,79,67,0,0,13,0
42270,1,0,0,86,54,11,11,11,0
132721,1,2,0,311,79,17,9,13,0
80846,0,0,1,176,27,7,7,10,0
62196,1,2,1,201,56,6,6,13,0
9267,1,2,0,249,47,9,9,14,0
126711,0,2,0,9,46,15,11,13,0
141679,1,2,0,265,59,17,14,11,1
136428,1,2,0,168,33,10,9,13,0
176021,1,2,0,179,38,12,8,11,0
76674,0,1,1,27,69,19,11,14,0
23576,1,2,0,117,60,12,6,12,1
237540,1,2,0,288,38,11,9,14,0
4050,1,2,0,3,76,3,3,12,1
182440,1,2,1,49,38,4,4,10,0
10011,1,2,0,23,43,12,10,14,0
77693,1,2,1,285,55,18,12,14,0
219394,1,2,1,47,39,4,4,10,0
79930,1,2,0,101,21,5,5,12,0
4715,1,2,0,274,42,14,7,13,0
99783,1,2,0,95,22,7,7,14,0
141610,1,2,1,79,36,18,10,12,0
98520,1,2,0,263,27,18,4,11,0
2413,1,2,0,154,40,3,3,10,0
4745,1,1,0,162,62,12,8,11,0
150214,1,2,0,40,74,18,7,13,0
576,1,2,0,218,66,3,3,13,1
229158,1,2,0,232,51,16,3,12,0
103127,1,2,0,292,47,6,6,12,0
88975,1,2,0,137,30,10,7,13,0
100416,1,2,0,267,62,5,4,13,0
146709,1,2,0,309,26,11,11,11,0
243060,1,2,0,248,33,3,3,14,0
93431,1,2,0,177,47,7,7,14,0
184267,0,2,0,114,35,20,10,10,0
90599,1,1,0,287,25,16,3,10,0
198610,1,2,0,118,78,7,7,11,0
6736,1,2,0,142,46,0,0,12,0
101133,1,2,0,55,22,6,6,11,0
94443,1,2,0,212,42,9,4,10,0
97760,1,2,0,314,58,14,13,10,0
21501,1,2,0,151,31,14,13,13,0
69419,0,2,0,32,78,3,3,10,0
176122,1,2,0,62,78,1,1,13,0
133782,1,2,0,214,47,19,13,12,0
171014,1,2,0,40,64,17,5,12,0
111710,1,2,1,298,77,12,11,12,0
109104,1,2,0,121,68,8,8,14,1
137836,0,2,0,208,61,11,11,14,0
76511,1,1,1,228,29,19,6,14,0
226782,1,2,0,154,62,3,3,13,0
31537,1,2,0,279,30,5,5,12,0
134051,1,2,0,2,27,10,8,11,0
15576,1,2,0,31,64,12,11,12,1
76451,1,2,0,260,74,12,12,10,0
184365,1,2,0,311,39,0,0,11,0
193164,1,2,0,74,44,14,10,11,0
56971,1,2,1,256,26,19,10,10,0
168155,1,2,0,307,48,12,4,13,0
180289,1,1,0,169,51,18,3,10,0
44744,1,2,1,261,78,18,8,13,0
226340,1,2,0,130,21,13,13,13,0
159389,0,2,0,272,54,17,9,11,0
57031,1,2,0,198,28,14,13,12,1
81694,1,2,0,65,70,18,4,11,0
38821,1,1,1,292,29,20,14,14,0
136825,1,2,0,47,62,15,14,11,1
214358,1,2,0,250,68,10,10,14,0
108485,1,2,0,159,79,0,0,12,0
200747,0,2,1,256,34,14,7,10,0
38648,1,2,1,235,79,4,4,12,0
91152,1,2,0,271,53,3,3,12,0
137583,1,2,1,191,39,10,10,13,1
180676,1,2,1,104,40,13,7,13,0
8499,1,2,1,32,37,0,0,13,0
51368,1,2,1,162,66,12,3,12,0
219717,1,0,1,172,49,20,14,11,1
230802,1,2,0,119,72,7,3,11,0
112373,1,1,1,60,48,17,10,14,0
245610,1,2,0,174,74,18,4,10,0
221963,1,2,0,200,28,6,6,13,0
104122,1,2,0,123,21,14,3,12,0
143315,1,2,0,223,53,20,8,12,0
134168,1,2,0,158,27,5,5,14,0
85014,1,2,1,211,26,20,14,14,1
112980,1,2,1,125,70,4,4,11,0
166976,1,2,1,266,41,16,7,12,0
15812,0,2,0,6,22,8,4,13,0
48281,1,2,0,33,41,0,0,14,0
81586,0,2,1,107,29,0,0,14,1
18119,1,2,1,258,41,14,3,12,0
233550,1,2,1,113,51,7,4,13,1
43420,0,2,0,11,34,15,10,13,1
62310,1,2,0,233,25,14,9,11,0
132295,1,2,0,44,47,10,5,14,0
74799,1,2,0,1,54,16,9,11,1
244144,1,2,0,171,50,19,9,11,0
250514,1,0,0,125,59,0,0,12,0
51025,0,2,0,207,57,20,3,10,0
92287,1,2,0,153,71,12,11,13,0
82572,1,2,0,24,27,17,8,11,0
241498,1,1,0,186,77,15,5,13,0
81100,1,2,0,181,59,8,8,10,0
62910,1,2,0,184,56,6,5,11,0
25052,1,2,0,222,27,6,3,10,1
150901,1,2,1,44,68,11,3,13,0
174338,1,2,0,85,68,14,5,14,0
148362,1,2,1,104,31,3,3,10,0
196084,1,2,0,38,58,18,10,13,0
46487,1,2,1,161,57,7,7,10,0
20243,1,2,1,315,64,3,3,11,0
98856,1,2,0,151,55,3,3,11,0
198929,1,2,0,238,30,10,10,12,0
102392,1,2,0,299,69,10,10,13,0
198543,1,2,1,132,29,10,8,14,0
6299,1,2,0,2,50,13,11,14,0
44831,1,2,1,97,71,6,6,11,0
213572,1,2,0,299,27,20,10,13,0
181610,1,2,0,224,68,4,4,14,0
147623,1,2,0,27,24,8,7,11,0
73769,1,2,0,307,29,19,11,12,0
175249,1,2,0,110,43,11,11,13,0
174529,1,2,0,64,49,0,0,10,0
111139,1,2,1,44,38,8,8,13,0
52319,1,2,0,284,44,9,6,12,0
69519,1,1,0,1,45,18,3,12,1
156473,1,2,0,138,27,7,7,12,0
93781,1,2,0,24,73,0,0,11,0
83108,1,2,0,31,56,11,11,14,0
206429,1,0,0,34,77,15,8,13,0
129105,1,2,0,293,72,8,6,14,0
197685,1,2,0,244,22,14,5,13,0
197419,1,2,0,161,41,11,11,11,0
173218,1,2,1,85,41,10,10,14,0
29070,0,2,0,306,52,1,1,12,0
144216,1,2,1,105,62,15,13,14,0
181325,1,2,0,134,64,8,3,12,0
178853,1,2,0,200,75,12,10,11,0
113019,1,2,0,14,28,20,13,10,0
62266,1,2,0,238,72,19,4,14,0
114646,1,2,0,212,73,19,3,12,0
9877,1,2,0,290,72,18,4,12,0
214111,1,2,0,12,21,4,4,12,0
200874,0,2,0,136,75,13,13,12,0
77849,1,2,0,51,28,12,3,13,1
229190,1,2,1,296,67,9,9,13,0
27136,1,2,0,176,58,9,9,11,0
167869,1,2,0,107,69,12,12,10,0
96322,1,2,1,312,55,4,4,13,0
144178,1,2,1,7,64,6,6,10,0
218281,0,2,1,235,77,9,4,11,0
32881,1,2,0,294,34,11,11,14,0
58421,1,2,0,147,65,8,3,12,0
39590,1,2,1,190,72,6,6,11,0
154251,1,2,0,249,60,11,8,11,0
211540,1,2,0,182,41,15,5,13,0
83739,1,2,0,232,52,18,10,14,0
241599,1,2,0,7,64,15,5,14,0
94238,0,2,0,207,57,20,3,10,0
14010,1,2,1,18,30,14,6,13,0
250739,1,2,0,111,21,1,1,12,0
140045,1,2,0,109,52,14,9,10,0
25105,1,2,0,130,67,3,3,12,1
23609,1,2,0,17,79,19,7,11,0
30394,1,2,0,121,43,2,2,12,0
98987,1,2,0,231,44,5,5,14,0
164102,1,2,0,183,36,19,7,13,0
100708,1,2,0,6,34,16,12,13,0
248786,1,2,1,243,66,12,8,14,0
122138,1,2,0,158,43,10,10,10,0
110083,1,2,1,248,32,10,6,12,1
54063,1,2,0,226,47,6,6,13,0
18756,1,2,0,198,38,19,3,10,0
217668,1,2,1,149,58,20,12,12,0
143829,1,2,0,26,57,13,5,10,0
153156,1,2,1,86,32,10,10,12,0
168543,1,2,0,83,59,3,3,11,0
62947,1,2,0,140,39,8,5,13,1
100779,1,2,0,57,45,9,9,10,0
244329,1,2,0,305,50,0,0,13,0
158384,1,2,1,283,49,3,3,10,1
119100,1,2,0,30,44,0,0,14,0
230394,1,2,0,108,56,9,7,13,1
63096,1,2,0,276,30,4,4,10,0
237987,1,2,1,92,40,0,0,13,0
212293,1,2,1,18,61,19,3,11,0
95645,1,2,0,179,33,1,1,11,0
156126,1,2,0,5,39,16,10,11,0
181657,1,0,0,14,35,4,4,11,0
111368,1,2,0,291,22,1,1,10,0
197132,1,2,0,0,60,11,8,13,0
87895,1,2,0,14,40,10,10,13,1
32879,1,2,0,83,59,8,8,14,0
186399,1,2,0,248,49,18,5,10,0
72970,1,2,1,212,40,1,1,12,0
244676,1,2,1,49,74,3,3,12,0
211404,1,2,0,174,36,9,9,10,0
229150,1,2,0,184,55,10,10,12,0
232297,1,2,1,35,76,16,8,14,0
220711,1,2,0,94,52,11,3,13,0
229599,0,2,1,27,62,6,6,14,0
174477,1,2,1,49,46,19,6,14,0
232157,1,2,0,1,40,8,7,14,0
251955,1,2,1,139,38,17,6,12,0
174441,1,2,0,281,74,2,2,14,0
247827,1,1,1,83,55,0,0,13,0
162772,1,2,1,255,67,4,4,10,0
71349,1,2,1,11,56,16,8,13,0
179302,0,2,0,298,76,2,2,12,0
103809,1,2,0,281,40,8,8,13,0
237876,1,2,1,277,58,20,12,10,0
240786,1,2,0,174,37,15,8,10,0
223925,1,2,0,52,54,10,4,12,0
159402,1,2,0,240,48,5,5,11,0
152494,1,2,1,300,48,10,9,10,0
25740,1,0,0,243,72,13,13,10,0
84799,1,2,0,244,51,14,6,11,0
68400,1,2,0,105,57,4,4,14,0
117048,1,2,0,3,55,8,6,11,0
117725,1,2,0,136,68,10,3,14,0
95371,1,2,0,168,29,15,6,12,0
98221,1,2,1,231,40,1,1,12,0
47821,1,2,1,217,61,13,6,13,1
182732,1,2,0,162,70,8,8,11,0
112688,1,2,1,260,21,13,6,14,1
228977,1,2,0,250,37,2,2,14,0
160049,0,2,0,86,21,2,2,13,0
124897,1,2,0,266,76,2,2,12,1
151438,1,2,0,32,22,3,3,11,1
99326,1,1,0,152,47,18,7,14,0
183978,1,2,1,168,72,7,7,14,0
170167,1,2,0,174,27,17,7,12,0
91260,1,2,0,187,62,1,1,11,0
111146,1,2,0,192,33,14,4,13,0
156100,1,2,0,283,23,15,8,13,0
232654,0,1,0,272,43,11,9,12,0
250746,1,1,0,315,43,14,12,12,0
247353,1,2,0,127,56,8,8,13,0
9589,1,2,0,19,43,7,6,13,0
200230,1,2,1,168,72,7,7,14,0
6003,1,2,0,186,46,19,5,13,0
34320,1,2,0,241,24,13,4,11,0
171745,1,2,0,262,49,18,14,10,0
77148,1,2,0,39,47,6,6,12,1
55550,1,2,0,199,57,12,8,11,0
236358,1,2,0,7,37,0,0,14,1
16824,1,2,0,247,70,16,14,13,0
192585,1,2,0,285,70,3,3,11,0
22130,0,2,0,316,59,15,5,14,0
24391,0,2,0,9,56,20,7,12,0
205057,1,2,0,229,61,13,8,11,0
80009,1,2,0,95,32,17,7,11,0
170909,1,2,0,168,29,15,6,12,1
119764,1,0,1,206,71,0,0,12,0
128225,0,2,1,286,50,10,10,13,0
104551,1,2,0,19,74,18,8,13,0
26867,1,2,1,303,73,6,6,11,0
59961,1,2,0,57,73,3,3,14,0
116414,1,2,1,206,79,5,5,11,0
14203,1,2,1,88,21,20,9,11,0
68934,1,1,1,208,37,9,3,11,0
234265,1,2,0,180,32,7,7,11,1
61339,1,2,0,275,48,19,10,11,0
56288,1,2,0,81,52,13,6,13,0
45869,1,2,0,86,35,3,3,11,1
22395,1,2,0,248,28,14,11,10,0
214893,1,2,1,233,72,13,9,11,1
40871,1,1,0,282,39,0,0,11,0
63603,0,2,0,79,22,10,4,11,0
99623,1,2,0,122,75,15,10,11,0
100162,1,2,1,151,63,8,8,13,0
51338,1,0,0,89,32,18,13,10,0
34929,1,2,0,314,78,3,3,10,0
225502,1,2,0,48,41,8,8,11,1
247569,1,2,0,253,31,10,4,10,0
184400,1,2,1,76,52,8,8,11,0
186628,1,2,1,24,40,0,0,14,0
84560,1,2,1,125,76,16,13,12,0
739,1,2,0,267,40,13,3,14,1
57297,1,2,0,49,44,20,8,12,0
55982,1,2,1,76,30,6,6,13,0
20509,0,2,0,234,31,6,6,10,0
145454,1,2,0,288,21,3,3,10,0
14261,1,2,1,46,40,12,3,11,0
49522,1,2,0,124,35,16,6,14,0
88094,0,2,0,37,53,8,8,12,0
61168,1,2,0,246,64,2,2,12,0
193070,1,2,1,255,31,20,7,12,0
211687,1,2,0,62,52,5,5,11,0
163996,1,2,0,86,60,1,1,13,0
228033,0,2,1,73,74,15,5,14,0
169110,1,0,1,274,67,10,10,10,0
211996,0,2,1,62,33,17,4,10,0
67310,1,2,0,0,51,4,4,13,0
57522,1,2,0,206,22,2,2,10,0
161324,1,2,0,307,67,7,7,10,0
178229,1,2,0,90,65,6,6,12,0
59100,1,2,0,193,27,16,14,10,0
71921,1,2,1,82,44,13,6,13,0
750,1,2,1,315,47,2,2,11,0
248374,1,2,1,289,70,9,7,11,0
22757,1,2,1,109,49,12,12,10,0
150841,1,2,1,30,58,2,2,12,0
58273,1,0,0,78,64,19,5,11,0
202787,1,2,0,310,29,9,6,12,0
20400,1,1,1,117,46,11,11,11,0
179196,1,2,1,27,68,7,4,13,1
213134,1,2,0,206,27,10,4,10,0
146631,1,2,0,13,69,18,6,10,0
121309,1,2,1,103,52,3,3,14,0
233430,1,2,0,234,57,9,7,10,0
188261,1,2,1,27,24,1,1,13,0
87637,1,2,0,101,40,9,9,10,0
23243,1,2,0,296,31,19,11,12,0
181590,1,2,0,128,60,20,12,11,1
175140,1,2,1,227,49,8,8,13,1
23591,1,2,0,156,50,18,13,13,0
116651,1,1,0,115,75,2,2,12,0
8604,1,2,0,175,68,2,2,12,0
212507,1,2,1,37,23,6,5,10,0
135233,1,2,1,290,41,1,1,12,0
